Date,Tmax_1,Tmin_1,Tavg_1,Tdepart,Tdew_point_1,Twet_bulb_1,HeatDegDay_1,CoolDegDay_1,Sunrise,Sunset,PrecipTotal_1,StnPressure_1,Wind_ResultSpeed_1,Wind_ResultDir_1,Wind_AvgSpeed_1,WeatherCode_BR_1,WeatherCode_DZ_1,WeatherCode_HZ_1,WeatherCode_NONE_1,WeatherCode_RA_1,WeatherCode_TS_1,WeatherCode_TSRA_1,Tmax_2,Tmin_2,Tavg_2,Tdew_point_2,Twet_bulb_2,HeatDegDay_2,CoolDegDay_2,PrecipTotal_2,StnPressure_2,Wind_ResultSpeed_2,Wind_ResultDir_2,Wind_AvgSpeed_2,WeatherCode_BR_2,WeatherCode_DZ_2,WeatherCode_HZ_2,WeatherCode_NONE_2,WeatherCode_RA_2,WeatherCode_TS_2,WeatherCode_TSRA_2
2008-10-08,64,50,57,1,51,54,8,0,556,1722,0.19,29.13,7.5,26,8.1,1,0,0,0,1,0,0,63,52,58,52,55,7,0,0.29,29.2,7.4,26,8.3,1,0,0,0,1,0,0
2008-10-09,69,47,58,3,38,49,7,0,557,1720,0.0,29.36,5.5,29,5.8,0,0,0,1,0,0,0,69,48,59,39,49,6,0,0.0,29.41,3.9,29,4.8,0,0,0,1,0,0,0
2008-10-10,72,42,57,2,42,50,8,0,558,1719,0.0,29.47,4.8,11,6.7,0,0,0,1,0,0,0,73,46,60,41,51,5,0,0.0,29.52,5.3,11,6.1,0,0,0,1,0,0,0
2008-10-11,79,51,65,11,50,57,0,0,559,1717,0.0,29.52,4.2,14,5.0,0,0,0,1,0,0,0,80,55,68,50,57,0,3,0.0,29.58,3.9,14,5.0,0,0,0,1,0,0,0
2008-10-12,84,57,71,17,56,61,0,6,600,1715,0.0,29.55,4.3,15,5.1,1,0,0,0,0,0,0,86,62,74,54,62,0,9,0.0,29.61,5.8,16,6.3,0,0,0,1,0,0,0
2008-10-13,77,61,69,16,58,63,0,4,602,1714,0.0,29.47,7.7,20,8.1,0,0,0,1,0,0,0,79,64,72,57,63,0,7,0.0,29.54,8.3,20,8.7,0,0,0,1,0,0,0
2008-10-14,69,53,61,8,43,51,4,0,603,1712,0.005,29.49,2.0,30,6.8,0,0,0,0,1,0,0,70,55,63,43,52,2,0,0.005,29.54,1.5,34,7.2,0,0,0,1,0,0,0
2008-10-15,63,47,55,2,50,53,10,0,604,1711,0.3,29.34,4.2,32,6.3,1,0,0,0,1,0,0,64,50,57,51,54,8,0,0.24,29.39,3.6,32,6.8,1,0,0,0,1,0,0
2008-10-16,59,43,51,-1,38,44,14,0,605,1709,0.0,29.52,6.1,35,7.5,0,0,0,1,0,0,0,59,44,52,39,45,13,0,0.0,29.57,6.7,35,8.0,0,0,0,1,0,0,0
2008-10-17,57,43,50,-2,39,44,15,0,606,1707,0.0,29.53,6.2,36,7.2,0,0,0,1,0,0,0,56,44,50,40,46,15,0,0.005,29.59,5.8,36,7.2,0,0,0,1,0,0,0
2008-10-18,60,43,52,1,40,45,13,0,607,1706,0.05,29.58,2.1,7,6.1,1,0,0,0,1,0,0,60,46,53,41,47,12,0,0.14,29.65,2.4,7,5.3,1,0,0,0,1,0,0
2008-10-19,62,40,51,0,37,45,14,0,608,1704,0.0,29.49,12.0,19,12.4,0,0,0,1,0,0,0,62,44,53,37,46,12,0,0.0,29.57,10.6,19,10.9,0,0,0,1,0,0,0
2008-10-20,55,43,49,-1,42,46,16,0,610,1703,0.18,29.48,4.0,31,7.6,1,0,0,0,1,0,0,56,44,50,43,47,15,0,0.31,29.54,3.2,31,7.4,1,0,0,0,1,0,0
2008-10-21,55,38,47,-3,35,42,18,0,611,1701,0.0,29.64,7.1,2,8.7,0,0,0,1,0,0,0,55,39,47,37,43,18,0,0.0,29.7,6.7,3,9.2,0,0,0,1,0,0,0
2008-10-22,52,35,44,-6,30,40,21,0,612,1700,0.0,29.65,12.1,12,13.1,0,0,0,1,0,0,0,54,40,47,29,40,18,0,0.0,29.71,12.0,12,12.6,0,0,0,1,0,0,0
2008-10-23,58,41,50,1,36,44,15,0,613,1658,0.16,29.5,11.5,12,11.8,0,0,0,0,1,0,0,60,40,50,34,43,15,0,0.09,29.56,10.6,12,10.8,0,0,0,0,1,0,0
2008-10-24,54,44,49,0,44,47,16,0,614,1657,0.32,29.18,5.3,19,6.1,1,0,0,0,1,0,1,56,45,51,44,47,14,0,0.63,29.25,5.6,20,6.9,1,0,0,0,1,0,0
2008-10-25,53,43,48,0,40,44,17,0,616,1656,0.005,29.02,11.9,22,12.3,1,1,0,0,1,0,0,53,43,48,41,45,17,0,0.005,29.09,12.8,23,13.2,0,0,0,1,0,0,0
2008-10-26,56,37,47,-1,32,41,18,0,617,1654,0.005,29.1,17.2,27,17.8,0,0,0,0,1,0,0,56,36,46,34,41,19,0,0.01,29.17,17.5,27,18.4,0,0,0,0,1,0,0
2008-10-27,47,33,40,-8,27,35,25,0,618,1653,0.005,29.51,13.7,31,14.4,0,0,0,1,0,0,0,47,34,41,28,35,24,0,0.005,29.57,13.4,31,13.9,0,0,0,0,1,0,0
2008-10-28,45,31,38,-9,23,33,27,0,619,1651,0.0,29.54,10.5,30,10.9,0,0,0,1,0,0,0,45,32,39,23,33,26,0,0.0,29.6,9.9,30,10.3,0,0,0,1,0,0,0
2008-10-29,51,32,42,-5,24,34,23,0,620,1650,0.0,29.47,3.7,32,6.2,0,0,0,1,0,0,0,51,33,42,25,35,23,0,0.0,29.54,1.7,29,6.1,0,0,0,1,0,0,0
2008-10-30,62,31,47,1,32,41,18,0,622,1649,0.0,29.57,10.5,19,10.4,0,0,0,1,0,0,0,63,34,49,31,41,16,0,0.0,29.65,9.3,19,9.4,0,0,0,1,0,0,0
2008-10-31,70,48,59,13,46,51,6,0,623,1647,0.0,29.57,5.7,22,7.4,0,0,0,1,0,0,0,71,49,60,46,51,5,0,0.0,29.64,6.0,22,7.9,0,0,1,0,0,0,0
2009-05-01,60,46,53,0,40,47,12,0,448,1849,0.02,29.26,8.4,29,8.5,0,0,0,0,1,0,0,62,48,55,42,48,10,0,0.04,29.33,8.1,29,8.6,0,0,0,0,1,0,0
2009-05-02,66,44,55,1,33,45,10,0,447,1850,0.0,29.21,8.8,26,9.2,0,0,0,1,0,0,0,65,45,55,34,46,10,0,0.0,29.28,9.2,27,9.5,0,0,0,1,0,0,0
2009-05-03,70,43,57,3,34,47,8,0,446,1851,0.0,29.19,3.9,26,4.9,0,0,0,1,0,0,0,70,45,58,35,48,7,0,0.0,29.26,4.7,26,4.8,0,0,0,1,0,0,0
2009-05-04,70,43,57,3,34,47,8,0,444,1852,0.0,29.31,6.5,9,7.6,0,0,0,1,0,0,0,70,49,60,36,48,5,0,0.0,29.37,7.1,9,8.4,0,0,0,1,0,0,0
2009-05-05,71,49,60,5,40,50,5,0,443,1853,0.0,29.22,5.5,13,6.0,0,0,0,1,0,0,0,70,54,62,41,51,3,0,0.0,29.28,5.1,12,5.9,0,0,0,1,0,0,0
2009-05-06,75,51,63,8,51,55,2,0,442,1855,0.67,29.05,6.5,19,8.1,1,0,0,0,1,0,0,75,56,66,51,56,0,1,0.86,29.13,6.2,19,7.2,1,0,0,0,1,0,0
2009-05-07,77,56,67,12,52,57,0,2,441,1856,0.19,29.01,8.5,25,10.3,1,0,1,0,1,0,0,77,56,67,53,58,0,2,0.03,29.08,8.2,24,9.2,1,0,1,0,1,0,0
2009-05-08,77,53,65,9,53,58,0,0,439,1857,0.02,28.94,4.9,21,6.0,0,0,0,0,1,0,1,74,57,66,55,59,0,1,0.01,29.0,4.4,20,6.1,1,0,1,0,0,0,0
2009-05-09,63,46,55,-1,44,48,10,0,438,1858,0.005,29.19,6.8,29,11.8,0,0,0,1,0,0,0,64,45,55,44,49,10,0,0.0,29.26,4.7,28,11.3,0,0,0,1,0,0,0
2009-05-10,67,40,54,-2,39,46,11,0,437,1859,0.0,29.41,4.7,30,8.4,0,0,0,1,0,0,0,67,43,55,40,47,10,0,0.02,29.47,5.1,30,9.0,0,0,0,0,1,0,0
2009-05-11,61,39,50,-7,35,44,15,0,436,1900,0.0,29.47,0.7,8,4.6,0,0,0,1,0,0,0,61,40,51,34,44,14,0,0.0,29.53,2.1,7,4.5,0,0,0,1,0,0,0
2009-05-12,71,39,55,-2,34,47,10,0,435,1901,0.0,29.38,9.5,16,9.6,0,0,0,1,0,0,0,72,44,58,32,47,7,0,0.0,29.44,8.9,16,9.5,0,0,0,1,0,0,0
2009-05-13,70,53,62,4,56,58,3,0,434,1902,0.55,29.01,14.4,19,16.4,1,0,0,0,1,0,1,71,54,63,58,60,2,0,1.03,29.08,12.9,18,14.8,1,1,0,0,1,0,1
2009-05-14,68,53,61,3,44,52,4,0,433,1903,0.0,29.31,10.5,27,10.7,0,0,0,1,0,0,0,69,55,62,44,53,3,0,0.005,29.38,11.1,27,11.3,0,0,0,1,0,0,0
2009-05-15,61,52,57,-1,51,54,8,0,432,1904,0.39,29.28,6.0,16,8.8,1,0,0,0,1,0,0,63,55,59,52,55,6,0,0.7,29.34,4.4,15,5.8,1,0,0,0,1,0,1
2009-05-16,62,45,54,-5,40,49,11,0,431,1905,0.0,29.36,11.0,29,12.5,1,0,0,0,0,0,0,62,47,55,41,50,10,0,0.04,29.41,11.0,30,12.4,1,1,0,0,0,0,0
2009-05-17,63,39,51,-8,27,42,14,0,430,1906,0.0,29.6,0.2,33,6.2,0,0,0,1,0,0,0,59,41,50,28,42,15,0,0.0,29.67,3.3,9,6.5,0,0,0,1,0,0,0
2009-05-18,66,40,53,-7,33,45,12,0,429,1907,0.005,29.54,9.6,19,9.9,0,0,0,1,0,0,0,67,45,56,30,45,9,0,0.005,29.62,9.3,19,9.5,0,0,0,1,0,0,0
2009-05-19,80,52,66,6,44,55,0,1,428,1908,0.0,29.48,13.5,21,13.8,0,0,0,1,0,0,0,80,54,67,43,54,0,2,0.0,29.55,12.3,21,12.4,0,0,0,1,0,0,0
2009-05-20,84,61,73,12,44,57,0,8,427,1909,0.0,29.4,14.4,20,14.6,0,0,0,1,0,0,0,85,61,73,43,57,0,8,0.005,29.47,11.9,20,12.1,0,0,0,1,0,0,0
2009-05-21,84,60,72,11,49,59,0,7,426,1910,0.0,29.38,7.8,23,12.8,0,0,0,1,0,0,0,85,60,73,48,59,0,8,0.0,29.44,8.1,25,10.9,0,0,0,1,0,0,0
2009-05-22,69,53,61,0,46,53,4,0,425,1911,0.0,29.46,10.4,4,10.7,0,0,0,1,0,0,0,70,56,63,47,54,2,0,0.0,29.5,10.0,3,10.6,0,0,0,1,0,0,0
2009-05-23,80,50,65,4,50,57,0,0,425,1912,0.0,29.33,4.5,7,5.7,0,0,0,1,0,0,0,79,55,67,51,58,0,2,0.005,29.39,4.5,8,5.5,0,0,0,1,0,0,0
2009-05-24,71,55,63,1,46,53,2,0,424,1913,0.0,29.34,10.4,4,11.0,0,0,0,1,0,0,0,70,56,63,47,54,2,0,0.0,29.39,10.7,3,10.8,0,0,0,1,0,0,0
2009-05-25,67,54,61,-1,43,51,4,0,423,1914,0.04,29.28,10.3,6,10.8,0,1,0,0,1,0,0,64,56,60,46,53,5,0,0.08,29.33,8.7,6,9.5,0,1,0,0,1,0,0
2009-05-26,74,53,64,2,51,55,1,0,422,1915,1.73,29.08,7.5,5,7.8,1,0,0,0,1,0,1,76,56,66,54,58,0,1,1.38,29.13,5.7,6,6.8,1,0,0,0,1,0,1
2009-05-27,73,55,64,2,58,60,1,0,422,1916,0.02,28.95,3.6,24,7.2,1,1,1,0,0,0,0,75,58,67,60,63,0,2,0.005,29.02,6.8,24,8.3,1,1,1,0,0,0,0
2009-05-28,62,54,58,-5,51,54,7,0,421,1916,0.0,29.06,6.8,30,8.1,0,0,0,1,0,0,0,64,55,60,51,54,5,0,0.0,29.11,6.8,29,8.3,0,0,0,1,0,0,0
2009-05-29,74,50,62,-2,49,55,3,0,421,1917,0.005,29.17,2.7,32,6.9,0,0,0,1,0,0,0,77,55,66,49,55,0,1,0.0,29.23,2.0,31,6.8,0,0,0,1,0,0,0
2009-05-30,79,50,65,1,46,54,0,0,420,1918,0.005,29.09,2.9,27,6.8,0,0,0,0,1,0,0,79,53,66,46,55,0,1,0.005,29.15,1.8,29,6.6,0,0,0,1,0,0,0
2009-05-31,73,45,59,-5,41,50,6,0,420,1919,0.0,29.21,2.7,10,4.6,0,0,0,1,0,0,0,72,49,61,43,52,4,0,0.0,29.26,2.9,9,6.3,0,0,0,1,0,0,0
2009-06-01,78,51,65,1,53,57,0,0,419,1920,0.44,29.19,1.2,34,11.1,0,0,0,0,1,0,1,80,52,66,54,58,0,1,0.83,29.25,1.0,34,10.0,0,0,0,0,1,0,1
2009-06-02,60,48,54,-10,46,50,11,0,419,1920,0.12,29.36,7.4,3,8.0,1,0,0,0,1,0,0,61,50,56,47,51,9,0,0.06,29.42,8.3,3,9.2,1,0,0,0,1,0,0
2009-06-03,61,43,52,-12,39,46,13,0,418,1921,0.0,29.42,10.5,4,10.7,0,0,0,1,0,0,0,61,47,54,40,48,11,0,0.0,29.47,11.0,2,11.4,0,0,0,1,0,0,0
2009-06-04,68,42,55,-9,37,48,10,0,418,1922,0.0,29.31,4.7,4,5.9,0,0,0,1,0,0,0,68,47,58,38,49,7,0,0.0,29.36,5.2,5,6.4,0,0,0,1,0,0,0
2009-06-05,79,44,62,-3,44,54,3,0,417,1923,0.0,29.18,5.8,26,6.7,0,0,0,1,0,0,0,80,47,64,43,54,1,0,0.0,29.23,6.3,25,7.2,0,0,0,1,0,0,0
2009-06-06,63,51,57,-9,45,50,8,0,417,1923,0.02,29.2,6.2,5,7.7,0,0,0,1,0,0,0,66,55,61,48,53,4,0,0.005,29.26,4.7,3,7.2,0,0,0,0,1,0,0
2009-06-07,73,52,63,-3,53,57,2,0,417,1924,0.04,29.14,2.7,8,6.9,1,0,0,0,0,0,0,74,56,65,54,59,0,0,0.005,29.21,1.5,11,7.7,1,0,0,0,1,0,0
2009-06-08,80,52,66,0,60,63,0,1,417,1925,0.45,29.06,5.9,24,9.2,1,0,0,0,1,0,1,82,55,69,61,65,0,4,0.3,29.11,6.4,25,10.0,1,0,1,0,1,0,1
2009-06-09,67,55,61,-5,53,56,4,0,416,1925,0.005,29.23,4.0,6,6.3,1,1,0,0,0,0,0,67,56,62,53,56,3,0,0.005,29.29,6.4,8,7.9,1,1,1,0,0,0,0
2009-06-10,67,54,61,-6,49,53,4,0,416,1926,0.01,29.15,8.0,5,8.7,0,0,0,0,1,0,0,67,55,61,50,55,4,0,0.04,29.21,8.5,4,9.2,0,0,0,0,1,0,0
2009-06-11,64,53,59,-8,51,54,6,0,416,1926,0.01,29.11,10.2,3,10.3,0,0,1,0,1,0,0,60,53,57,53,54,8,0,1.14,29.17,8.8,1,9.0,1,0,1,0,1,0,0
2009-06-12,74,49,62,-6,49,55,3,0,416,1927,0.005,29.24,4.4,7,5.8,0,0,0,0,1,0,0,72,50,61,49,55,4,0,0.005,29.3,5.0,6,6.7,0,0,0,1,0,0,0
2009-06-13,68,54,61,-7,51,55,4,0,416,1927,0.33,29.28,5.9,5,6.7,1,0,0,0,1,0,0,66,56,61,52,55,4,0,0.31,29.34,7.2,4,7.6,0,0,0,0,1,0,0
2009-06-14,77,51,64,-4,48,57,1,0,416,1928,0.0,29.29,4.5,4,4.7,0,0,0,1,0,0,0,76,54,65,50,57,0,0,0.0,29.34,5.1,5,5.8,0,0,0,1,0,0,0
2009-06-15,81,53,67,-1,49,58,0,2,416,1928,0.0,29.28,5.5,9,6.4,0,0,0,1,0,0,0,81,57,69,49,58,0,4,0.0,29.34,7.4,9,7.7,0,0,1,0,0,0,0
2009-06-16,71,59,65,-4,55,60,0,0,416,1929,1.23,29.15,11.2,10,11.8,1,0,0,0,1,0,0,71,64,68,57,61,0,3,1.07,29.21,10.3,11,10.7,1,0,0,0,1,0,0
2009-06-17,71,61,66,-3,59,62,0,1,416,1929,0.0,29.16,3.0,36,6.2,1,0,1,0,0,0,0,73,63,68,60,63,0,3,0.0,29.21,2.6,34,6.7,1,0,1,0,0,0,0
2009-06-18,80,61,71,1,63,67,0,6,416,1929,0.12,29.08,6.7,16,7.9,1,0,0,0,1,0,0,81,63,72,64,67,0,7,0.11,29.15,3.7,17,5.8,1,0,1,0,0,0,1
2009-06-19,86,65,76,6,67,69,0,11,416,1930,3.97,28.97,7.2,18,11.6,1,0,0,0,0,1,1,88,66,77,68,70,0,12,0.87,29.03,6.3,18,10.5,1,0,0,0,1,1,1
2009-06-20,87,68,78,8,65,70,0,13,416,1930,0.0,29.08,8.3,29,8.6,0,0,0,1,0,0,0,88,69,79,65,70,0,14,0.0,29.13,8.3,28,8.6,0,0,0,1,0,0,0
2009-06-21,84,70,77,7,63,68,0,12,416,1930,0.01,29.12,2.8,7,3.9,0,0,0,1,0,0,0,86,71,79,64,69,0,14,0.005,29.17,3.3,9,3.5,0,0,0,0,1,0,0
2009-06-22,89,68,79,9,67,71,0,14,417,1931,0.09,29.09,4.0,11,5.6,0,0,0,0,1,0,1,89,70,80,67,71,0,15,0.06,29.15,5.3,12,7.2,0,0,0,0,0,0,1
2009-06-23,94,71,83,13,69,73,0,18,417,1931,0.0,29.16,1.8,14,3.5,0,0,0,1,0,0,0,92,75,84,68,73,0,19,0.0,29.22,2.8,13,4.5,0,0,0,1,0,0,0
2009-06-24,94,75,85,14,68,73,0,20,417,1931,0.04,29.16,1.9,22,5.8,0,0,0,0,0,0,1,93,73,83,68,73,0,18,0.78,29.21,2.1,23,4.3,1,0,0,0,0,0,0
2009-06-25,94,75,85,14,69,73,0,20,417,1931,0.005,29.08,2.4,32,4.9,0,0,0,1,0,0,0,93,76,85,68,73,0,20,0.0,29.15,1.8,26,4.6,0,0,0,1,0,0,0
2009-06-26,86,69,78,7,60,67,0,13,418,1931,0.0,29.25,6.4,4,8.2,0,0,0,1,0,0,0,86,72,79,61,67,0,14,0.0,29.2,6.4,4,8.0,0,0,0,1,0,0,0
2009-06-27,89,62,76,5,61,67,0,11,418,1931,0.3,29.1,5.1,21,6.9,0,0,0,0,1,1,0,90,67,79,60,67,0,14,0.05,29.18,6.0,22,6.9,0,0,0,0,1,0,0
2009-06-28,83,66,75,4,53,62,0,10,419,1931,0.0,29.0,13.2,29,13.6,0,0,0,1,0,0,0,83,68,76,53,62,0,11,0.0,29.08,14.1,29,14.6,0,0,0,1,0,0,0
2009-06-29,77,63,70,-1,54,61,0,5,419,1931,0.0,28.89,12.2,30,12.7,0,0,0,1,0,0,0,78,65,72,54,61,0,7,0.0,28.95,13.4,30,14.1,0,0,0,1,0,0,0
2009-06-30,66,59,63,-9,53,57,2,0,419,1931,0.0,28.95,8.9,30,9.1,0,0,0,1,0,0,0,68,61,65,53,58,0,0,0.0,29.0,8.1,30,8.3,0,0,0,1,0,0,0
2009-07-01,65,57,61,-11,52,56,4,0,420,1931,0.005,29.07,8.2,32,8.7,0,1,0,0,1,0,0,65,57,61,54,57,4,0,0.02,29.13,6.6,31,7.4,1,1,0,0,1,0,0
2009-07-02,73,59,66,-6,54,60,0,1,420,1931,0.0,29.26,8.4,31,8.8,0,0,0,1,0,0,0,73,60,67,55,60,0,2,0.0,29.31,5.7,31,7.6,0,0,0,1,0,0,0
2009-07-03,79,63,71,-1,56,62,0,6,421,1931,0.0,29.36,1.2,34,5.8,0,0,0,1,0,0,0,79,62,71,56,62,0,6,0.0,29.41,1.8,2,6.5,0,0,0,1,0,0,0
2009-07-04,69,59,64,-8,58,61,1,0,422,1930,0.2,29.26,1.8,13,3.8,1,0,0,0,1,0,0,69,63,66,58,62,0,1,0.12,29.31,3.4,14,4.7,1,0,0,0,1,0,0
2009-07-05,81,57,69,-3,58,63,0,4,422,1930,0.05,29.2,0.7,34,2.4,1,0,1,0,1,0,0,82,61,72,59,64,0,7,0.03,29.25,0.3,36,2.6,1,0,1,0,0,0,0
2009-07-06,86,60,73,1,54,62,0,8,423,1930,0.0,29.14,7.5,31,7.8,0,0,0,1,0,0,0,85,63,74,54,63,0,9,0.0,29.2,4.2,30,5.5,0,0,0,1,0,0,0
2009-07-07,77,59,68,-4,54,60,0,3,423,1930,0.005,29.18,5.9,7,7.0,0,0,0,0,1,0,0,76,65,71,55,61,0,6,0.0,29.24,5.9,7,7.5,0,0,0,1,0,0,0
2009-07-08,65,61,63,-10,56,59,2,0,424,1929,0.06,29.28,6.8,6,7.0,0,0,0,0,1,0,0,68,62,65,55,59,0,0,0.17,29.34,7.0,8,7.4,0,0,0,0,1,0,0
2009-07-09,79,59,69,-4,57,63,0,4,425,1929,0.0,29.35,5.8,11,6.9,0,0,0,1,0,0,0,80,63,72,58,64,0,7,0.0,29.41,6.5,10,7.3,0,0,0,1,0,0,0
2009-07-10,82,63,73,0,64,67,0,8,425,1929,0.08,29.34,4.4,21,4.9,1,0,0,0,1,0,0,84,67,76,65,68,0,11,0.12,29.41,3.6,21,4.6,1,0,1,0,1,0,0
2009-07-11,85,63,74,1,59,65,0,9,426,1928,0.25,29.34,4.8,31,7.0,1,0,1,0,0,0,1,85,68,77,60,67,0,12,1.12,29.39,5.9,29,7.6,1,0,0,0,0,0,1
2009-07-12,82,58,70,-3,51,60,0,5,427,1928,0.0,29.35,2.9,29,5.7,0,0,0,1,0,0,0,82,60,71,50,60,0,6,0.0,29.41,1.9,33,5.2,0,0,0,1,0,0,0
2009-07-13,79,61,70,-3,46,57,0,5,428,1927,0.0,29.36,4.8,7,5.8,0,0,0,1,0,0,0,78,66,72,48,59,0,7,0.0,29.41,5.8,7,7.4,0,0,0,1,0,0,0
2009-07-14,80,55,68,-5,51,59,0,3,428,1927,0.0,29.34,6.7,16,7.5,0,0,0,1,0,0,0,81,60,71,49,60,0,6,0.0,29.41,7.5,16,7.7,0,0,0,1,0,0,0
2009-07-15,85,65,75,1,62,67,0,10,429,1926,0.68,29.18,10.0,24,12.4,1,0,0,0,0,0,0,86,67,77,62,67,0,12,0.32,29.23,10.0,25,13.8,1,0,0,0,1,0,1
2009-07-16,80,64,72,-2,56,62,0,7,430,1925,0.005,29.17,9.9,28,10.8,0,0,0,1,0,0,0,82,65,74,57,63,0,9,0.17,29.23,9.6,28,10.3,0,0,0,1,0,0,0
2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0.0,29.15,10.6,30,10.8,0,0,0,1,0,0,0,70,58,64,52,57,1,0,0.005,29.21,10.1,29,10.4,0,0,0,0,1,0,0
2009-07-18,72,57,65,-9,52,57,0,0,432,1924,0.0,29.31,8.1,31,8.2,0,0,0,1,0,0,0,73,58,66,52,58,0,1,0.0,29.36,6.6,32,7.1,0,0,0,1,0,0,0
2009-07-19,71,57,64,-10,52,58,1,0,433,1923,0.0,29.39,1.3,36,4.0,0,0,0,1,0,0,0,73,60,67,53,59,0,2,0.0,29.45,1.4,4,4.6,0,0,0,1,0,0,0
2009-07-20,76,55,66,-8,55,60,0,1,433,1923,0.0,29.36,5.1,9,5.5,0,0,0,1,0,0,0,76,59,68,56,61,0,3,0.0,29.42,6.2,10,6.5,0,0,0,1,0,0,0
2009-07-21,80,58,69,-5,57,62,0,4,434,1922,0.04,29.28,3.1,13,5.8,0,1,0,0,1,0,0,82,64,73,56,63,0,8,0.0,29.33,4.9,14,6.3,0,0,0,1,0,0,0
2009-07-22,78,63,71,-3,61,64,0,6,435,1921,0.005,29.23,3.5,3,5.0,1,0,1,0,0,0,0,79,66,73,59,64,0,8,0.0,29.28,2.8,11,5.9,1,0,1,0,0,0,0
2009-07-23,82,62,72,-2,58,63,0,7,436,1920,0.0,29.21,2.6,32,5.0,1,0,1,0,0,1,0,79,63,71,60,64,0,6,0.1,29.26,1.7,1,6.0,1,0,1,0,0,0,0
2009-07-24,83,61,72,-2,59,64,0,7,437,1919,0.14,29.08,8.9,23,9.8,0,0,0,0,1,0,1,83,62,73,60,65,0,8,0.19,29.14,8.7,23,9.6,0,0,0,0,1,0,1
2009-07-25,81,66,74,0,58,64,0,9,438,1918,0.0,29.02,10.6,28,11.1,0,0,0,1,0,0,0,81,66,74,59,65,0,9,0.005,29.08,10.8,27,11.5,0,0,0,1,0,0,0
2009-07-26,82,63,73,-1,58,64,0,8,439,1918,0.005,29.13,8.0,29,8.6,0,0,0,0,1,0,0,82,64,73,59,65,0,8,0.0,29.18,9.1,29,9.4,0,0,0,1,0,0,0
2009-07-27,84,64,74,0,61,66,0,9,440,1917,0.02,29.13,9.3,23,10.1,0,0,0,0,1,0,0,84,66,75,61,67,0,10,0.03,29.21,9.2,23,9.6,0,0,0,0,1,0,0
2009-07-28,84,66,75,1,60,66,0,10,441,1916,0.01,29.08,6.4,28,8.0,0,0,0,0,1,0,0,86,68,77,62,67,0,12,0.01,29.13,6.5,28,7.7,0,0,0,1,0,0,0
2009-07-29,81,62,72,-2,51,59,0,7,442,1915,0.0,29.13,4.2,35,7.1,0,0,0,1,0,0,0,79,66,73,52,61,0,8,0.0,29.19,3.8,3,7.1,0,0,0,1,0,0,0
2009-07-30,79,59,69,-5,57,62,0,4,443,1914,0.005,29.15,4.4,23,5.5,0,0,0,1,0,0,0,80,65,73,57,63,0,8,0.005,29.2,4.9,24,6.3,0,0,0,1,0,0,0
2009-07-31,81,58,70,-4,54,61,0,5,444,1913,0.0,29.23,6.2,26,7.3,0,0,0,1,0,0,0,82,62,72,55,62,0,7,0.0,29.29,5.9,27,6.7,0,0,0,1,0,0,0
2009-08-01,75,61,68,-5,59,62,0,3,445,1911,0.005,29.18,11.6,22,11.4,0,0,0,0,1,0,0,75,63,69,59,63,0,4,0.01,29.24,10.6,23,10.5,0,0,0,1,0,0,0
2009-08-02,78,57,68,-5,51,59,0,3,446,1910,0.0,29.2,6.8,25,9.6,0,0,0,1,0,0,0,79,58,69,52,59,0,4,0.0,29.26,6.2,26,8.4,0,0,0,1,0,0,0
2009-08-03,84,67,76,3,60,66,0,11,447,1909,0.07,29.1,12.2,21,12.4,0,0,0,1,0,0,0,86,68,77,61,66,0,12,0.06,29.17,11.0,21,11.3,0,0,0,0,1,0,0
2009-08-04,85,67,76,3,61,67,0,11,448,1908,0.0,29.17,2.5,2,5.8,1,0,0,0,0,0,0,86,69,78,63,68,0,13,0.0,29.21,1.8,5,6.2,1,0,1,0,0,0,0
2009-08-05,79,61,70,-3,54,61,0,5,449,1907,0.0,29.34,2.9,6,4.2,0,0,0,1,0,0,0,79,66,73,56,63,0,8,0.0,29.4,3.8,6,5.6,0,0,0,1,0,0,0
2009-08-06,82,60,71,-2,51,60,0,6,450,1906,0.0,29.39,1.4,6,5.4,0,0,0,1,0,0,0,81,62,72,51,60,0,7,0.0,29.44,3.4,9,5.5,0,0,0,1,0,0,0
2009-08-07,74,64,69,-4,59,63,0,4,451,1904,0.33,29.36,7.3,15,7.8,1,0,0,0,1,0,0,74,67,71,59,63,0,6,0.23,29.41,6.4,15,7.2,1,0,0,0,1,0,0
2009-08-08,89,68,79,6,70,73,0,14,452,1903,0.02,29.2,12.9,21,13.6,1,0,0,0,1,0,0,89,69,79,70,73,0,14,0.08,29.26,12.2,21,12.8,1,0,0,0,1,0,1
2009-08-09,91,77,84,11,71,74,0,19,453,1902,0.18,29.23,11.6,23,12.9,0,0,0,1,0,0,0,92,77,85,72,75,0,20,0.02,29.29,11.1,23,12.3,0,0,0,1,0,0,0
2009-08-10,85,70,78,5,65,69,0,13,454,1900,0.0,29.24,6.9,26,7.2,0,0,0,1,0,0,0,86,71,79,66,70,0,14,0.0,29.31,8.3,26,8.9,0,0,0,1,0,0,0
2009-08-11,82,62,72,-1,61,66,0,7,455,1859,0.0,29.3,6.3,2,8.0,0,0,0,1,0,0,0,81,65,73,62,66,0,8,0.0,29.36,6.1,2,8.7,0,0,0,1,0,0,0
